qa_id,question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written
296,1.9723131656646729,0.10138912498950958,-5.1979475021362305,1.0835974216461182,1.292195439338684,2.3599894046783447,0.16464927792549133,-0.29967644810676575,-2.661421775817871,-5.457511901855469,-0.14671358466148376,-3.015110492706299,-5.297446250915527,-6.005509376525879,-5.927020072937012,-4.614868640899658,2.472621440887451,-1.2753856182098389,-2.069908857345581,-6.825905799865723,0.928017258644104,2.9050254821777344,0.6959546208381653,3.432486057281494,3.9148056507110596,2.0347044467926025,2.4651706218719482,-1.7345774173736572,-1.9131298065185547,2.2295806407928467
312,2.666227340698242,0.9984616041183472,-3.9703807830810547,1.5014530420303345,2.6785025596618652,2.7896106243133545,0.603050708770752,0.18511715531349182,-0.7101267576217651,-5.932870864868164,-1.7167489528656006,0.5848437547683716,-3.4949557781219482,-4.1234869956970215,-4.075082302093506,-3.713703155517578,-2.352755308151245,-2.6650352478027344,0.4970886707305908,-6.335083484649658,2.155275583267212,2.8495965003967285,0.7731891870498657,3.643752336502075,3.8695685863494873,2.1413235664367676,-2.352896213531494,-2.6831493377685547,1.7054729461669922,2.5910940170288086
322,2.09147572517395,0.47365251183509827,-5.13144588470459,1.0885820388793945,1.4761855602264404,2.4738411903381348,0.20058396458625793,-0.2516546845436096,-2.5351498126983643,-5.433687686920166,-0.37820863723754883,-2.9126174449920654,-5.22549295425415,-5.882991790771484,-5.71358585357666,-4.475326061248779,2.5936131477355957,-1.2546322345733643,-2.432265043258667,-6.683629035949707,1.2058130502700806,2.8651089668273926,0.6913036108016968,3.3615193367004395,3.817089557647705,2.0471694469451904,2.584057331085205,-1.7144439220428467,-2.3495733737945557,2.195148229598999
327,2.2133114337921143,0.596666693687439,-5.214062213897705,1.805716872215271,2.5510802268981934,2.856863021850586,0.27772125601768494,-0.20263680815696716,-2.079524278640747,-5.603172302246094,-1.7725038528442383,-3.1834702491760254,-4.720703601837158,-5.6011176109313965,-4.462585926055908,-2.3696694374084473,0.5389723181724548,-1.8025295734405518,-1.1360366344451904,-6.513882637023926,1.1958128213882446,2.6220197677612305,0.6184459924697876,3.1923632621765137,3.547635555267334,1.877976655960083,0.43196582794189453,-2.096454620361328,-0.8932787775993347,2.122952699661255
334,1.9176353216171265,0.531190037727356,-4.679631233215332,1.4732263088226318,2.4714531898498535,2.766974925994873,0.22450704872608185,-0.22917266190052032,-0.8020163774490356,-5.405370235443115,-1.5332149267196655,1.3157342672348022,-3.8603827953338623,-4.64447546005249,-4.5784196853637695,-2.8570749759674072,-0.37624529004096985,-1.7451980113983154,-1.1605377197265625,-5.917844772338867,1.5149693489074707,2.4374899864196777,0.6318274736404419,3.091129779815674,3.467423915863037,1.8001244068145752,-0.2679251730442047,-1.8645626306533813,-0.09001210331916809,2.1609702110290527
340,1.5715560913085938,-0.36416077613830566,-5.234461307525635,1.0233741998672485,1.382230520248413,2.4195761680603027,0.09399603307247162,-0.47580665349960327,-1.9480581283569336,-5.218430995941162,-0.2148723304271698,-2.0604164600372314,-4.879762172698975,-5.536934852600098,-5.832499027252197,-4.406705379486084,1.6212823390960693,-1.330299735069275,-0.6787020564079285,-6.4615278244018555,0.6635688543319702,2.777700424194336,0.6936816573143005,3.2772483825683594,3.8094773292541504,1.9495776891708374,1.990966558456421,-1.574190616607666,-0.7666783332824707,2.1334588527679443
357,1.1301639080047607,-0.31036823987960815,-4.5613112449646,0.5526820421218872,2.391279935836792,2.6560885906219482,0.021395182237029076,-0.5151443481445312,-1.4551846981048584,-4.931597709655762,-1.7663497924804688,-1.2790056467056274,-3.726785182952881,-4.526559829711914,-3.90608286857605,-3.5259101390838623,-0.8510087132453918,-1.5258539915084839,0.5842006802558899,-5.750604629516602,0.6866906881332397,2.5597894191741943,0.7554578185081482,2.9749927520751953,3.5073323249816895,1.8959003686904907,-1.004130244255066,-1.578269362449646,1.9776586294174194,2.247382402420044
374,2.198883295059204,0.6753929257392883,-4.936282634735107,1.6105031967163086,1.7458263635635376,2.7408878803253174,0.2834216058254242,-0.04858693480491638,-1.6700245141983032,-5.527453422546387,-0.7951715588569641,0.7500263452529907,-4.517977714538574,-5.355132102966309,-5.377376556396484,-3.9462027549743652,1.2348743677139282,-1.5348608493804932,-2.4913361072540283,-6.450209140777588,1.4837290048599243,2.810955762863159,0.7062657475471497,3.453514814376831,3.765354633331299,2.024060010910034,1.3477874994277954,-1.8597217798233032,-1.5266573429107666,2.180711030960083
375,2.607052803039551,1.059942603111267,-2.9831676483154297,0.7227648496627808,2.981703758239746,1.5525853633880615,0.503393292427063,0.6646250486373901,-0.7375379800796509,-4.711485862731934,-1.9965550899505615,-1.898972749710083,-0.8423457145690918,-3.774304151535034,-0.20630082488059998,-1.9726911783218384,-3.6595847606658936,-2.944113254547119,-0.2146141529083252,-4.72542667388916,1.8929526805877686,2.2273879051208496,0.7147425413131714,2.7519876956939697,3.0641872882843018,1.559537410736084,-3.564741611480713,-2.8446125984191895,0.6337905526161194,2.347710371017456
387,2.9430384635925293,1.0354382991790771,-0.7374265789985657,0.9020479321479797,-0.5284761786460876,-0.5531055927276611,0.751151442527771,0.6153367757797241,-0.8055742383003235,-5.036288261413574,1.795696496963501,1.260693907737732,-2.619917154312134,-3.6079063415527344,-4.468121528625488,-2.9871745109558105,-2.78143310546875,-2.710127115249634,-0.10647815465927124,-5.550518035888672,2.4531643390655518,2.595244884490967,0.7096598744392395,3.413207530975342,3.468705415725708,1.8245782852172852,-2.346590042114258,-2.743000030517578,0.6894680261611938,2.7026023864746094
391,1.8740631341934204,0.4645118713378906,-4.867299556732178,1.4478241205215454,1.858027458190918,2.846472978591919,0.1760987490415573,-0.17126357555389404,-1.422802448272705,-5.116095542907715,-1.0337021350860596,1.1137858629226685,-4.418582916259766,-4.986334323883057,-5.010193824768066,-3.7379086017608643,1.0571339130401611,-1.4765375852584839,-1.9938322305679321,-5.965453147888184,1.2287334203720093,2.571808338165283,0.5656871199607849,3.0703935623168945,3.4754624366760254,1.8360201120376587,1.4928011894226074,-1.7936773300170898,-1.8119077682495117,1.9007221460342407
395,1.873400330543518,0.08649803698062897,-5.159124851226807,1.2369729280471802,1.3759777545928955,2.492849826812744,0.14194336533546448,-0.34233370423316956,-2.797361135482788,-5.2985944747924805,-0.3505130410194397,-2.6449172496795654,-5.215784072875977,-5.881593704223633,-5.767457485198975,-4.337809085845947,2.2476494312286377,-1.3760294914245605,-2.0928657054901123,-6.699257850646973,0.8475507497787476,2.848522901535034,0.7089477777481079,3.352083683013916,3.872217893600464,2.077727794647217,2.4882607460021973,-1.7933273315429688,-2.119036912918091,2.1465706825256348
444,2.7096924781799316,1.1637027263641357,-3.765397548675537,1.8309614658355713,1.8609386682510376,1.703840970993042,0.4685031771659851,0.10522420704364777,-1.3601109981536865,-5.743394374847412,-0.8062170743942261,1.438633680343628,-4.1092376708984375,-4.969274997711182,-4.838812351226807,-2.097801685333252,-0.8156383633613586,-2.232865571975708,-2.1699507236480713,-6.362954139709473,2.216496229171753,2.573655366897583,0.6710430979728699,3.3518052101135254,3.6323578357696533,1.8718656301498413,-1.1170405149459839,-2.432037353515625,-0.7314601540565491,2.4907214641571045
482,2.0737826824188232,0.37245064973831177,-4.36752462387085,1.7443714141845703,2.333220958709717,2.921285390853882,0.38795092701911926,-0.07600714266300201,-1.3665111064910889,-5.729802131652832,-1.3851897716522217,0.9259693026542664,-4.265738487243652,-4.543545722961426,-4.728909015655518,-3.942654848098755,-1.7732760906219482,-2.658022403717041,0.7213265299797058,-6.518094539642334,1.4155962467193604,2.815657377243042,0.7445749044418335,3.561917781829834,3.912775754928589,2.0878326892852783,-1.6560351848602295,-2.6918270587921143,1.8847576379776,2.5075881481170654
483,2.938232660293579,1.3663506507873535,-2.848994731903076,2.1399521827697754,1.5799293518066406,1.8601748943328857,0.7415955662727356,0.5424159169197083,-1.4765973091125488,-5.596425533294678,-0.757060170173645,1.8694751262664795,-3.2952380180358887,-4.151299953460693,-3.8826422691345215,-3.2397823333740234,-2.5918779373168945,-2.808337450027466,-0.7043846845626831,-5.986594200134277,2.3471293449401855,2.7051565647125244,0.7486297488212585,3.5194644927978516,3.6902225017547607,1.9949077367782593,-2.4751458168029785,-2.953334331512451,0.579238772392273,2.591545581817627
513,1.9410604238510132,0.13453082740306854,-5.1870880126953125,1.1060889959335327,1.3787873983383179,2.429993152618408,0.15693290531635284,-0.3003605902194977,-2.5230937004089355,-5.3371992111206055,-0.3129661977291107,-2.9687602519989014,-5.268410682678223,-5.840900897979736,-5.751314640045166,-4.664467811584473,2.4762723445892334,-1.3179489374160767,-1.951099157333374,-6.688340187072754,0.9089608192443848,2.8696529865264893,0.6892799139022827,3.3352577686309814,3.8543033599853516,2.0418918132781982,2.607245683670044,-1.7652044296264648,-2.150158643722534,2.176359176635742
542,1.1750414371490479,-0.39292535185813904,-4.689360618591309,0.884899914264679,2.3957767486572266,2.8686420917510986,0.03871903568506241,-0.47585052251815796,-1.545868158340454,-4.94180965423584,-1.7823950052261353,-0.5147796869277954,-3.8974449634552,-4.498655319213867,-3.9739105701446533,-3.5281708240509033,-1.04866361618042,-1.6203277111053467,0.42192038893699646,-5.793388366699219,0.5924216508865356,2.5738275051116943,0.7680424451828003,2.9943478107452393,3.5440926551818848,1.9863392114639282,-1.0450481176376343,-1.7959833145141602,1.7147995233535767,2.2329156398773193
579,1.5931189060211182,-0.454087495803833,-5.105190753936768,0.970609188079834,1.9057328701019287,2.6994705200195312,0.10587797313928604,-0.3267778158187866,-0.578615665435791,-5.186014175415039,-0.7029657959938049,-0.766924262046814,-4.66031551361084,-4.7952375411987305,-5.075446128845215,-4.260483741760254,0.768940269947052,-1.49161958694458,0.711195170879364,-6.202532768249512,0.7520546317100525,2.5383667945861816,0.5076184272766113,3.070358991622925,3.4602577686309814,1.6496965885162354,0.7918561100959778,-1.725445032119751,0.5687363743782043,2.0030884742736816
589,1.732954978942871,-0.05052407458424568,-4.97486686706543,1.0652709007263184,1.6842132806777954,2.555878162384033,0.159857839345932,-0.3040132522583008,-0.874355673789978,-5.454989433288574,-0.456840842962265,0.9345749020576477,-4.438739776611328,-5.074782371520996,-5.722057342529297,-4.243366241455078,0.9400405883789062,-1.4224709272384644,-0.9355998039245605,-6.4145612716674805,1.0873024463653564,2.798509359359741,0.661394476890564,3.3659801483154297,3.7264244556427,1.9089221954345703,1.2165539264678955,-1.6418514251708984,-0.24090683460235596,2.2095999717712402
625,1.4288132190704346,-0.33092808723449707,-4.897934913635254,1.1417627334594727,1.3707499504089355,2.4271798133850098,0.04443388804793358,-0.45326313376426697,-2.41975736618042,-5.018828392028809,-0.32582107186317444,-1.914020299911499,-4.732211112976074,-5.381175994873047,-5.4478302001953125,-3.957548141479492,1.3736827373504639,-1.2817448377609253,-0.9931413531303406,-6.241398334503174,0.4807797372341156,2.5461487770080566,0.6114997863769531,3.172645092010498,3.4616050720214844,1.7258888483047485,1.1171669960021973,-1.562024474143982,-0.02108759805560112,2.105464220046997
641,1.8912441730499268,-0.14554433524608612,-4.73165225982666,0.8964734077453613,1.7465534210205078,2.21626877784729,0.16907329857349396,-0.2769671082496643,-0.1340116709470749,-5.28385066986084,-0.2985613942146301,0.8556593656539917,-3.419524669647217,-4.7172770500183105,-5.274380683898926,-3.6500275135040283,0.736444354057312,-1.3684971332550049,-1.0353881120681763,-5.980781078338623,1.1207188367843628,2.5797977447509766,0.6007786393165588,3.1695780754089355,3.441418170928955,1.7646865844726562,1.2054890394210815,-1.5765416622161865,-0.748600959777832,2.0748817920684814
683,1.6933221817016602,-0.2946566939353943,-4.9123759269714355,0.9316299557685852,1.275372862815857,2.148890256881714,0.15541104972362518,-0.404257208108902,-2.064265251159668,-5.152070045471191,0.038518574088811874,-3.013821840286255,-4.993283748626709,-5.472512245178223,-5.818724632263184,-4.885680675506592,1.6680009365081787,-1.387092113494873,0.2096923142671585,-6.55850887298584,0.7046274542808533,2.773087739944458,0.6182098388671875,3.3374457359313965,3.7645459175109863,1.863747000694275,1.9594242572784424,-1.623582124710083,-0.42202290892601013,2.1082119941711426
725,1.4044960737228394,0.031536031514406204,-4.417076587677002,1.4897644519805908,2.728633403778076,3.0145561695098877,0.1348303258419037,-0.42132124304771423,-1.2043708562850952,-4.662278652191162,-2.293576240539551,1.0692795515060425,-3.2282919883728027,-4.083283424377441,-3.292990207672119,-1.6355743408203125,-1.4877824783325195,-1.9943592548370361,-0.7832261323928833,-5.155467987060547,0.8144983053207397,2.1803505420684814,0.5517978668212891,2.5804646015167236,3.0443947315216064,1.5822113752365112,-1.3379509449005127,-2.039612054824829,0.2815541625022888,1.9112350940704346
727,2.0451784133911133,0.2926005721092224,-5.341836452484131,1.4654605388641357,1.6314748525619507,2.771721363067627,0.17753495275974274,-0.2623507082462311,-2.7101004123687744,-5.725049018859863,-0.7400262355804443,-2.4512557983398438,-5.331598281860352,-6.002682685852051,-5.820752143859863,-4.5328779220581055,1.8692493438720703,-1.516744613647461,-1.8208043575286865,-7.020438194274902,1.0141232013702393,2.916794776916504,0.7950392961502075,3.517272472381592,4.029048919677734,2.126742362976074,1.8247644901275635,-1.863546371459961,-1.2467399835586548,2.338244915008545
728,2.6568140983581543,0.924521267414093,-2.834226608276367,0.9950079917907715,1.828025460243225,1.674553632736206,0.6399542093276978,0.37842053174972534,-1.2519859075546265,-5.753974914550781,-0.6746397018432617,-1.2584856748580933,-3.874218702316284,-4.3372602462768555,-4.0499091148376465,-4.093260288238525,-3.1785671710968018,-3.2022576332092285,2.6517205238342285,-6.332676887512207,2.167785167694092,2.838286876678467,0.8450566530227661,3.650521755218506,3.9812378883361816,2.0386314392089844,-3.1113743782043457,-3.236908435821533,2.8620071411132812,2.7105350494384766
740,2.646209239959717,0.8177434206008911,-2.51619029045105,0.5754436254501343,1.7989763021469116,1.2339723110198975,0.6360461115837097,0.44775599241256714,-1.0749566555023193,-5.174895763397217,-0.8812664747238159,-2.7608039379119873,-3.6017327308654785,-4.067552089691162,-3.3037822246551514,-2.6394259929656982,-3.0225322246551514,-2.8059659004211426,2.2843024730682373,-5.7226409912109375,2.0434961318969727,2.4650957584381104,0.7410963773727417,3.1530609130859375,3.4623146057128906,1.707760214805603,-3.1315433979034424,-2.873837947845459,2.40779709815979,2.4146180152893066
748,1.5177085399627686,-0.16678819060325623,-4.956933498382568,0.9351800680160522,2.8244338035583496,3.0488853454589844,0.14540927112102509,-0.4282161295413971,-0.8138198852539062,-5.382305145263672,-2.0381107330322266,0.07430056482553482,-3.905641555786133,-4.737877368927002,-4.205256462097168,-3.048295736312866,-0.6489683985710144,-1.5938493013381958,-0.0601729080080986,-6.120771408081055,0.9755531549453735,2.640094518661499,0.7499538660049438,3.091524124145508,3.574950695037842,1.9361541271209717,-0.7531887292861938,-1.6946779489517212,1.1587750911712646,2.2969329357147217
765,2.597872495651245,0.9828284382820129,-1.7057517766952515,0.2517852187156677,1.5290462970733643,0.7893370985984802,0.6822291612625122,0.7505330443382263,-0.9346558451652527,-5.030926704406738,-0.5046952962875366,-1.7607921361923218,-2.815412759780884,-3.644322156906128,-2.235405445098877,-3.6313819885253906,-4.038092136383057,-3.1995739936828613,2.581909656524658,-5.267014980316162,2.1489181518554688,2.425255298614502,0.7423308491706848,3.1214499473571777,3.5855674743652344,1.7229551076889038,-3.986466884613037,-3.3469276428222656,2.7438087463378906,2.464862585067749
811,2.9230384826660156,1.2424677610397339,-1.908620834350586,0.6010047197341919,1.3593857288360596,0.7634900212287903,0.7156738042831421,0.4760662913322449,-0.8353899121284485,-5.602260589599609,-0.11851795017719269,-1.4384222030639648,-2.713752269744873,-3.8493316173553467,-3.578197479248047,-3.6454734802246094,-3.6126980781555176,-3.340698719024658,2.2829689979553223,-5.908412456512451,2.4202144145965576,2.885664701461792,0.8503597974777222,3.663806438446045,3.9438960552215576,2.050555467605591,-3.373279571533203,-3.303131580352783,2.710617780685425,2.70495867729187
830,2.07384991645813,0.13373181223869324,-4.952580451965332,1.447355031967163,1.6530253887176514,2.3247427940368652,0.2501552104949951,-0.2053641974925995,-2.651559352874756,-5.247807502746582,-0.6365844011306763,-2.7881460189819336,-5.153487682342529,-5.818024635314941,-5.540590763092041,-3.2944939136505127,1.6548599004745483,-1.5569250583648682,-1.7845125198364258,-6.591972351074219,0.9429813623428345,2.3945350646972656,0.47470349073410034,3.071518898010254,3.4733924865722656,1.600415825843811,1.560857892036438,-2.040625810623169,-2.089019775390625,2.100674629211426
851,1.7737047672271729,-0.05539814382791519,-5.544645309448242,0.7710851430892944,2.239849328994751,2.911522150039673,0.15019671618938446,-0.38034409284591675,-0.7433091402053833,-5.575284481048584,-1.165697693824768,-0.9137115478515625,-4.775509357452393,-5.329169750213623,-5.417315483093262,-4.579432487487793,1.394853949546814,-1.1397262811660767,-0.5449126362800598,-6.496473789215088,1.080021619796753,2.788025379180908,0.6924639940261841,3.261154890060425,3.7571537494659424,1.957477331161499,1.474378228187561,-1.4384958744049072,-0.4839576184749603,2.2488226890563965
856,1.8843053579330444,0.035317134112119675,-4.947368621826172,0.9622114300727844,1.3727524280548096,2.3174705505371094,0.21550171077251434,-0.20520611107349396,-1.5345304012298584,-5.67233943939209,-0.07053212821483612,-0.4591028094291687,-4.9166107177734375,-5.462106704711914,-6.171460151672363,-4.563863277435303,1.6791877746582031,-1.2193095684051514,-1.2663882970809937,-6.816287994384766,1.1133060455322266,2.94944167137146,0.7513347864151001,3.5935683250427246,3.8544650077819824,2.0060346126556396,1.1469686031341553,-1.5234240293502808,0.41694822907447815,2.401355028152466
885,2.117906093597412,-0.10729677975177765,-4.457892894744873,1.372559666633606,2.084487199783325,2.3007915019989014,0.28959977626800537,0.12363578379154205,-1.2193666696548462,-5.820527076721191,-0.7722474336624146,0.03693511337041855,-3.4675498008728027,-5.030869483947754,-4.51181173324585,-3.7169063091278076,-1.1365931034088135,-2.079026937484741,-0.46755972504615784,-6.568942070007324,1.1608049869537354,2.917527914047241,0.828862190246582,3.589108943939209,3.9098880290985107,2.0299363136291504,-1.1393072605133057,-2.205219030380249,1.0825788974761963,2.6095058917999268
905,1.4846012592315674,-0.3598974943161011,-5.017106056213379,0.9735078811645508,1.338865041732788,2.428367853164673,0.04778735712170601,-0.5127654075622559,-2.077765703201294,-5.304332733154297,-0.18833395838737488,-1.9858360290527344,-4.938372611999512,-5.41860294342041,-5.929145812988281,-4.570189476013184,1.390088677406311,-1.2498829364776611,-0.3300589919090271,-6.60427713394165,0.6349485516548157,2.8577473163604736,0.7226787209510803,3.4245307445526123,3.783163547515869,2.0111279487609863,1.1931499242782593,-1.4773473739624023,0.6588687300682068,2.197066307067871
929,1.8378111124038696,-0.248276948928833,-5.052123069763184,1.0600684881210327,1.4467837810516357,2.480438470840454,0.1052224189043045,-0.31985658407211304,-1.4517676830291748,-5.2588791847229,-0.17468981444835663,-1.308228611946106,-4.91998815536499,-5.310872554779053,-5.646885871887207,-4.6186370849609375,1.7193094491958618,-1.4037505388259888,-0.5591870546340942,-6.410942077636719,0.8633285760879517,2.73592472076416,0.5531927943229675,3.2343876361846924,3.6176066398620605,1.7814862728118896,2.288695812225342,-1.7653878927230835,-1.544250726699829,1.9699046611785889
938,2.2664666175842285,0.057222019881010056,-3.42364501953125,0.8100905418395996,1.438102126121521,1.4313724040985107,0.4033295512199402,0.05827047675848007,0.3267863690853119,-5.456599235534668,0.17479871213436127,1.3692305088043213,-2.9473462104797363,-3.9286391735076904,-5.051468849182129,-3.3407726287841797,-1.2043768167495728,-1.9454619884490967,0.2699277400970459,-5.9890522956848145,1.6583964824676514,2.7625679969787598,0.6944142580032349,3.4352691173553467,3.534733533859253,1.839026689529419,-1.2083523273468018,-2.0268125534057617,1.6050255298614502,2.4765119552612305
939,2.463265895843506,0.9189590215682983,-3.210881471633911,0.9817652702331543,2.222146511077881,2.1443209648132324,0.582931637763977,0.1858130842447281,-0.30767375230789185,-5.627171039581299,-1.2899596691131592,1.829737663269043,-3.1810145378112793,-3.8433799743652344,-4.158352851867676,-3.1582720279693604,-2.898987054824829,-2.718043088912964,0.616676926612854,-6.032550811767578,2.1216015815734863,2.785754442214966,0.8628637194633484,3.4850635528564453,3.7830653190612793,2.039644241333008,-2.841606855392456,-2.6910221576690674,2.1336231231689453,2.6658504009246826
962,2.2574117183685303,0.1381770670413971,-4.893486022949219,0.7948001623153687,1.4422290325164795,1.7287721633911133,0.3225361406803131,-0.11112697422504425,-0.5930987596511841,-5.580471038818359,0.0705481544137001,-0.96580570936203,-4.580068111419678,-5.4260149002075195,-6.001315593719482,-3.481091022491455,2.116062641143799,-1.0178744792938232,-1.910639762878418,-6.590230464935303,1.374814748764038,2.653540849685669,0.5471078753471375,3.2896618843078613,3.449557065963745,1.6495256423950195,1.7858232259750366,-1.4533231258392334,-1.4721559286117554,2.260742664337158
